query,case,label
AILA_Q6,C1151,0
AILA_Q6,C1421,0
AILA_Q6,C2361,0
AILA_Q6,C1631,0
AILA_Q6,C1661,0
AILA_Q6,C1892,0
AILA_Q6,C1886,0
AILA_Q6,C2602,0
AILA_Q6,C829,0
AILA_Q6,C774,0
AILA_Q6,C613,0
AILA_Q6,C877,0
AILA_Q6,C1254,0
AILA_Q6,C1034,0
AILA_Q6,C247,0
AILA_Q6,C1070,0
AILA_Q6,C80,0
AILA_Q6,C345,0
AILA_Q6,C809,0
AILA_Q6,C368,0
AILA_Q6,C2542,0
AILA_Q6,C661,0
AILA_Q6,C520,0
AILA_Q6,C751,0
AILA_Q6,C1923,0
AILA_Q6,C571,0
AILA_Q6,C2306,0
AILA_Q6,C869,0
AILA_Q6,C235,0
AILA_Q6,C1012,0
AILA_Q6,C58,0
AILA_Q6,C74,0
AILA_Q6,C1548,0
AILA_Q6,C1569,0
AILA_Q6,C1888,0
AILA_Q6,C2249,0
AILA_Q6,C2078,0
AILA_Q6,C985,0
AILA_Q6,C507,0
AILA_Q6,C2366,0
AILA_Q6,C1000,0
AILA_Q6,C1842,0
AILA_Q6,C1499,0
AILA_Q6,C402,0
AILA_Q6,C2646,0
AILA_Q6,C102,0
AILA_Q6,C2826,0
AILA_Q6,C24,0
AILA_Q6,C1470,0
AILA_Q6,C1980,0
AILA_Q6,C2797,0
AILA_Q6,C1890,0
AILA_Q6,C1466,0
AILA_Q6,C2367,0
AILA_Q6,C86,0
AILA_Q6,C2214,0
AILA_Q6,C1546,0
AILA_Q6,C1989,0
AILA_Q6,C1760,0
AILA_Q6,C467,0
AILA_Q6,C883,0
AILA_Q6,C1249,0
AILA_Q6,C1697,0
AILA_Q6,C2279,0
AILA_Q6,C2195,0
AILA_Q6,C536,0
AILA_Q6,C980,0
AILA_Q6,C481,0
AILA_Q6,C2372,0
AILA_Q6,C2763,0
AILA_Q6,C219,0
AILA_Q6,C91,0
AILA_Q6,C2058,0
AILA_Q6,C1013,0
AILA_Q6,C2053,0
AILA_Q6,C2039,0
AILA_Q6,C2827,0
AILA_Q6,C273,0
AILA_Q6,C1683,0
AILA_Q6,C826,0
AILA_Q6,C1265,0
AILA_Q6,C2,0
AILA_Q6,C2630,0
AILA_Q6,C185,0
AILA_Q6,C1688,0
AILA_Q6,C397,0
AILA_Q6,C2407,0
AILA_Q6,C389,0
AILA_Q6,C2515,0
AILA_Q6,C670,0
AILA_Q6,C1236,0
AILA_Q6,C2088,0
AILA_Q6,C1474,0
AILA_Q6,C2876,0
AILA_Q6,C617,0
AILA_Q6,C1854,0
AILA_Q6,C1495,0
AILA_Q6,C1630,0
AILA_Q6,C1845,0
AILA_Q6,C944,0
AILA_Q6,C2049,0
AILA_Q6,C469,0
AILA_Q6,C722,0
AILA_Q6,C1909,0
AILA_Q6,C2132,0
AILA_Q6,C1731,0
AILA_Q6,C946,0
AILA_Q6,C1828,0
AILA_Q6,C2097,0
AILA_Q6,C991,0
AILA_Q6,C1244,0
AILA_Q6,C1734,0
AILA_Q6,C900,0
AILA_Q6,C2574,0
AILA_Q6,C2610,0
AILA_Q6,C880,0
AILA_Q6,C298,0
AILA_Q6,C519,0
AILA_Q6,C1271,0
AILA_Q6,C391,0
AILA_Q6,C1820,0
AILA_Q6,C593,0
AILA_Q6,C1071,0
AILA_Q6,C2191,0
AILA_Q6,C208,0
AILA_Q6,C2456,0
AILA_Q6,C2866,0
AILA_Q6,C2692,0
AILA_Q6,C871,0
AILA_Q6,C308,0
AILA_Q6,C2137,0
AILA_Q6,C1957,0
AILA_Q6,C2391,0
AILA_Q6,C2044,0
AILA_Q6,C1019,0
AILA_Q6,C973,0
AILA_Q6,C820,0
AILA_Q6,C815,0
AILA_Q6,C1020,0
AILA_Q6,C1397,0
AILA_Q6,C1446,0
AILA_Q6,C226,0
AILA_Q6,C2272,0
AILA_Q6,C211,0
AILA_Q6,C2583,0
AILA_Q6,C2167,0
AILA_Q6,C2488,0
AILA_Q6,C633,0
AILA_Q6,C1392,0
AILA_Q6,C460,0
AILA_Q6,C2457,0
AILA_Q6,C2717,0
AILA_Q6,C2513,0
AILA_Q6,C1720,0
AILA_Q6,C430,0
AILA_Q6,C421,0
AILA_Q6,C2145,0
AILA_Q6,C2838,0
AILA_Q6,C2394,0
AILA_Q6,C1543,0
AILA_Q6,C1882,0
AILA_Q6,C337,0
AILA_Q6,C1730,0
AILA_Q6,C2217,0
AILA_Q6,C333,0
AILA_Q6,C867,0
AILA_Q6,C2772,0
AILA_Q6,C2218,0
AILA_Q6,C729,0
AILA_Q6,C2493,0
AILA_Q6,C756,0
AILA_Q6,C861,0
AILA_Q6,C560,0
AILA_Q6,C2648,0
AILA_Q6,C1648,0
AILA_Q6,C163,0
AILA_Q6,C961,0
AILA_Q6,C60,0
AILA_Q6,C2451,0
AILA_Q6,C846,0
AILA_Q6,C2722,0
AILA_Q6,C2470,0
AILA_Q6,C750,0
AILA_Q6,C267,0
AILA_Q6,C1523,0
AILA_Q6,C505,0
AILA_Q6,C1867,0
AILA_Q6,C2047,0
AILA_Q6,C2634,0
AILA_Q6,C1290,0
AILA_Q6,C2823,0
AILA_Q6,C97,0
AILA_Q6,C1039,0
AILA_Q6,C2631,0
AILA_Q6,C1833,0
AILA_Q6,C963,0
AILA_Q6,C2005,0
AILA_Q6,C2096,0
AILA_Q6,C2673,0
AILA_Q6,C1425,0
AILA_Q6,C1710,0
AILA_Q6,C1411,0
AILA_Q6,C315,0
AILA_Q6,C115,0
AILA_Q6,C2733,0
AILA_Q6,C1119,0
AILA_Q6,C1303,0
AILA_Q6,C437,0
AILA_Q6,C2061,0
AILA_Q6,C2527,0
AILA_Q6,C1253,0
AILA_Q6,C2505,0
AILA_Q6,C404,0
AILA_Q6,C182,0
AILA_Q6,C1724,0
AILA_Q6,C6,0
AILA_Q6,C1721,0
AILA_Q6,C1969,0
AILA_Q6,C1232,0
AILA_Q6,C2721,0
AILA_Q6,C2880,0
AILA_Q6,C1896,0
AILA_Q6,C14,0
AILA_Q6,C2592,0
AILA_Q6,C2635,0
AILA_Q6,C1398,0
AILA_Q6,C1590,0
AILA_Q6,C2895,0
AILA_Q6,C2839,0
AILA_Q6,C1198,0
AILA_Q6,C2433,0
AILA_Q6,C1674,0
AILA_Q6,C2211,0
AILA_Q6,C2549,0
AILA_Q6,C265,0
AILA_Q6,C2234,0
AILA_Q6,C566,0
AILA_Q6,C1726,0
AILA_Q6,C284,0
AILA_Q6,C764,0
AILA_Q6,C2086,0
AILA_Q6,C2914,0
AILA_Q6,C2423,0
AILA_Q6,C939,0
AILA_Q6,C698,0
AILA_Q6,C33,0
AILA_Q6,C610,0
AILA_Q6,C2414,0
AILA_Q6,C583,0
AILA_Q6,C2760,0
AILA_Q6,C457,0
AILA_Q6,C606,0
AILA_Q6,C2418,0
AILA_Q6,C1337,0
AILA_Q6,C2504,0
AILA_Q6,C2281,0
AILA_Q6,C28,0
AILA_Q6,C201,0
AILA_Q6,C1162,0
AILA_Q6,C1087,0
AILA_Q6,C2259,0
AILA_Q6,C2359,0
AILA_Q6,C1589,0
AILA_Q6,C2118,0
AILA_Q6,C2340,0
AILA_Q6,C439,0
AILA_Q6,C2376,0
AILA_Q6,C1650,0
AILA_Q6,C2559,0
AILA_Q6,C2284,0
AILA_Q6,C1389,0
AILA_Q6,C307,0
AILA_Q6,C2332,0
AILA_Q6,C1374,0
AILA_Q6,C641,0
AILA_Q6,C2059,0
AILA_Q6,C864,0
AILA_Q6,C664,0
AILA_Q6,C278,0
AILA_Q6,C352,0
AILA_Q6,C2183,0
AILA_Q6,C1643,0
AILA_Q6,C618,0
AILA_Q6,C406,0
AILA_Q6,C2389,0
AILA_Q6,C2397,0
AILA_Q6,C2822,0
AILA_Q6,C2810,0
AILA_Q6,C292,0
AILA_Q6,C70,0
AILA_Q6,C75,0
AILA_Q6,C2720,0
AILA_Q6,C1763,0
AILA_Q6,C616,0
AILA_Q6,C390,0
AILA_Q6,C1978,0
AILA_Q6,C1840,0
AILA_Q6,C2141,0
AILA_Q6,C2742,0
AILA_Q6,C2288,0
AILA_Q6,C2370,0
AILA_Q6,C1622,0
AILA_Q6,C1528,0
AILA_Q6,C189,0
AILA_Q6,C1005,0
AILA_Q6,C993,0
AILA_Q6,C1636,0
AILA_Q6,C489,0
AILA_Q6,C2651,0
AILA_Q6,C1142,0
AILA_Q6,C2257,0
AILA_Q6,C2879,0
AILA_Q6,C2126,0
AILA_Q6,C121,0
AILA_Q6,C2667,0
AILA_Q6,C1169,0
AILA_Q6,C2348,0
AILA_Q6,C1583,0
AILA_Q6,C679,0
AILA_Q6,C90,0
AILA_Q6,C156,0
AILA_Q6,C179,0
AILA_Q6,C2114,0
AILA_Q6,C303,0
AILA_Q6,C2344,0
AILA_Q6,C651,0
AILA_Q6,C2591,0
AILA_Q6,C152,1
AILA_Q6,C1200,0
AILA_Q6,C445,0
AILA_Q6,C100,0
AILA_Q6,C2668,0
AILA_Q6,C1299,0
AILA_Q6,C2139,0
AILA_Q6,C1490,0
AILA_Q6,C1157,0
AILA_Q6,C1812,0
AILA_Q6,C2637,0
AILA_Q6,C1418,0
AILA_Q6,C2329,0
AILA_Q6,C2522,0
AILA_Q6,C2769,0
AILA_Q6,C953,0
AILA_Q6,C699,0
AILA_Q6,C684,0
AILA_Q6,C2768,0
AILA_Q6,C1181,0
AILA_Q6,C1522,0
AILA_Q6,C1824,0
AILA_Q6,C936,0
AILA_Q6,C2564,0
AILA_Q6,C904,0
AILA_Q6,C1480,0
AILA_Q6,C915,0
AILA_Q6,C2328,0
AILA_Q6,C209,0
AILA_Q6,C694,0
AILA_Q6,C1704,0
AILA_Q6,C1143,0
AILA_Q6,C1549,0
AILA_Q6,C2893,0
AILA_Q6,C2090,0
AILA_Q6,C2050,0
AILA_Q6,C2352,0
AILA_Q6,C1658,0
AILA_Q6,C243,0
AILA_Q6,C2622,0
AILA_Q6,C237,0
AILA_Q6,C51,0
AILA_Q6,C2848,0
AILA_Q6,C1587,0
AILA_Q6,C1660,0
AILA_Q6,C2782,0
AILA_Q6,C148,0
AILA_Q6,C1471,0
AILA_Q6,C175,0
AILA_Q6,C840,0
AILA_Q6,C2747,0
AILA_Q6,C2013,0
AILA_Q6,C2625,0
AILA_Q6,C2818,0
AILA_Q6,C1563,0
AILA_Q6,C1111,0
AILA_Q6,C2250,0
AILA_Q6,C81,0
AILA_Q6,C2410,0
AILA_Q6,C2575,0
AILA_Q6,C663,0
AILA_Q6,C214,0
AILA_Q6,C47,0
AILA_Q6,C2521,0
AILA_Q6,C794,0
AILA_Q6,C721,0
AILA_Q6,C1146,0
AILA_Q6,C1876,0
AILA_Q6,C2204,0
AILA_Q6,C744,0
AILA_Q6,C410,0
AILA_Q6,C1206,0
AILA_Q6,C1088,0
AILA_Q6,C350,0
AILA_Q6,C184,0
AILA_Q6,C790,0
AILA_Q6,C1065,0
AILA_Q6,C1691,0
AILA_Q6,C2639,0
AILA_Q6,C2855,0
AILA_Q6,C1782,0
AILA_Q6,C1168,0
AILA_Q6,C659,0
AILA_Q6,C316,0
AILA_Q6,C371,0
AILA_Q6,C112,0
AILA_Q6,C582,0
AILA_Q6,C1927,0
AILA_Q6,C1505,0
AILA_Q6,C562,0
AILA_Q6,C508,0
AILA_Q6,C270,0
AILA_Q6,C1518,0
AILA_Q6,C690,0
AILA_Q6,C23,0
AILA_Q6,C2119,0
AILA_Q6,C538,0
AILA_Q6,C242,0
AILA_Q6,C1220,0
AILA_Q6,C1358,0
AILA_Q6,C69,0
AILA_Q6,C478,0
AILA_Q6,C1251,0
AILA_Q6,C2395,0
AILA_Q6,C2531,0
AILA_Q6,C701,0
AILA_Q6,C1999,0
AILA_Q6,C994,0
AILA_Q6,C272,0
AILA_Q6,C1354,0
AILA_Q6,C2850,0
AILA_Q6,C1944,0
AILA_Q6,C18,0
AILA_Q6,C1719,0
AILA_Q6,C2665,0
AILA_Q6,C1180,0
AILA_Q6,C1701,0
AILA_Q6,C1058,0
AILA_Q6,C2884,0
AILA_Q6,C2093,0
AILA_Q6,C2134,0
AILA_Q6,C530,0
AILA_Q6,C488,0
AILA_Q6,C709,0
AILA_Q6,C2836,0
AILA_Q6,C2862,0
AILA_Q6,C2628,0
AILA_Q6,C1093,0
AILA_Q6,C2077,0
AILA_Q6,C2807,0
AILA_Q6,C1197,0
AILA_Q6,C1319,0
AILA_Q6,C2844,0
AILA_Q6,C1922,0
AILA_Q6,C565,0
AILA_Q6,C2324,0
AILA_Q6,C2697,0
AILA_Q6,C241,0
AILA_Q6,C2853,0
AILA_Q6,C2304,0
AILA_Q6,C1140,0
AILA_Q6,C1891,0
AILA_Q6,C1996,0
AILA_Q6,C244,0
AILA_Q6,C615,0
AILA_Q6,C1366,0
AILA_Q6,C1248,0
AILA_Q6,C758,0
AILA_Q6,C1062,0
AILA_Q6,C1711,0
AILA_Q6,C1172,0
AILA_Q6,C2018,0
AILA_Q6,C2736,0
AILA_Q6,C2563,0
AILA_Q6,C1260,0
AILA_Q6,C2432,0
AILA_Q6,C2536,0
AILA_Q6,C967,0
AILA_Q6,C1774,0
AILA_Q6,C1948,0
AILA_Q6,C2897,0
AILA_Q6,C2308,0
AILA_Q6,C1748,0
AILA_Q6,C2461,0
AILA_Q6,C98,0
AILA_Q6,C1741,0
AILA_Q6,C1102,0
AILA_Q6,C695,0
AILA_Q6,C231,0
AILA_Q6,C326,0
AILA_Q6,C1349,0
AILA_Q6,C796,0
AILA_Q6,C600,0
AILA_Q6,C662,0
AILA_Q6,C1809,0
AILA_Q6,C285,0
AILA_Q6,C942,0
AILA_Q6,C2653,0
AILA_Q6,C516,0
AILA_Q6,C844,0
AILA_Q6,C1436,0
AILA_Q6,C1312,0
AILA_Q6,C1924,0
AILA_Q6,C2659,0
AILA_Q6,C2092,0
AILA_Q6,C2714,0
AILA_Q6,C711,0
AILA_Q6,C1457,0
AILA_Q6,C192,0
AILA_Q6,C544,0
AILA_Q6,C845,0
AILA_Q6,C2287,0
AILA_Q6,C1689,0
AILA_Q6,C446,0
AILA_Q6,C2124,0
AILA_Q6,C1544,0
AILA_Q6,C290,0
AILA_Q6,C947,0
AILA_Q6,C2680,0
AILA_Q6,C2240,0
AILA_Q6,C311,0
AILA_Q6,C178,0
AILA_Q6,C603,0
AILA_Q6,C892,0
AILA_Q6,C1975,0
AILA_Q6,C2207,0
AILA_Q6,C388,0
AILA_Q6,C1991,0
AILA_Q6,C1686,0
AILA_Q6,C1852,0
AILA_Q6,C1463,0
AILA_Q6,C1085,0
AILA_Q6,C2107,0
AILA_Q6,C669,0
AILA_Q6,C1938,0
AILA_Q6,C1509,0
AILA_Q6,C2032,0
AILA_Q6,C2143,0
AILA_Q6,C1501,0
AILA_Q6,C293,0
AILA_Q6,C1500,0
AILA_Q6,C1194,0
AILA_Q6,C1359,0
AILA_Q6,C1881,0
AILA_Q6,C2573,0
AILA_Q6,C1132,0
AILA_Q6,C667,0
AILA_Q6,C2780,0
AILA_Q6,C2764,0
AILA_Q6,C2094,0
AILA_Q6,C67,0
AILA_Q6,C370,0
AILA_Q6,C1414,0
AILA_Q6,C1813,0
AILA_Q6,C827,0
AILA_Q6,C1665,0
AILA_Q6,C2552,0
AILA_Q6,C2907,0
AILA_Q6,C818,0
AILA_Q6,C2375,0
AILA_Q6,C1137,0
AILA_Q6,C1506,0
AILA_Q6,C775,0
AILA_Q6,C2159,0
AILA_Q6,C848,0
AILA_Q6,C2529,0
AILA_Q6,C1963,0
AILA_Q6,C343,0
AILA_Q6,C1385,0
AILA_Q6,C2496,0
AILA_Q6,C602,0
AILA_Q6,C2468,0
AILA_Q6,C1585,0
AILA_Q6,C396,0
AILA_Q6,C2816,0
AILA_Q6,C2638,0
AILA_Q6,C2009,0
AILA_Q6,C1283,0
AILA_Q6,C1177,0
AILA_Q6,C1739,0
AILA_Q6,C2831,0
AILA_Q6,C1333,0
AILA_Q6,C206,0
AILA_Q6,C176,0
AILA_Q6,C82,0
AILA_Q6,C2883,0
AILA_Q6,C620,0
AILA_Q6,C174,0
AILA_Q6,C1192,0
AILA_Q6,C2737,0
AILA_Q6,C1004,0
AILA_Q6,C1133,0
AILA_Q6,C268,0
AILA_Q6,C781,0
AILA_Q6,C2099,0
AILA_Q6,C526,0
AILA_Q6,C1841,0
AILA_Q6,C805,0
AILA_Q6,C853,0
AILA_Q6,C1250,0
AILA_Q6,C1094,0
AILA_Q6,C2870,0
AILA_Q6,C196,0
AILA_Q6,C733,0
AILA_Q6,C1205,0
AILA_Q6,C138,0
AILA_Q6,C21,0
AILA_Q6,C2750,0
AILA_Q6,C1120,0
AILA_Q6,C955,0
AILA_Q6,C160,0
AILA_Q6,C2202,0
AILA_Q6,C1537,0
AILA_Q6,C1209,0
AILA_Q6,C534,0
AILA_Q6,C1941,0
AILA_Q6,C2626,0
AILA_Q6,C2795,0
AILA_Q6,C1848,0
AILA_Q6,C634,0
AILA_Q6,C493,0
AILA_Q6,C2865,0
AILA_Q6,C2271,0
AILA_Q6,C1837,0
AILA_Q6,C2712,0
AILA_Q6,C964,0
AILA_Q6,C1823,0
AILA_Q6,C897,0
AILA_Q6,C283,0
AILA_Q6,C1687,0
AILA_Q6,C1685,0
AILA_Q6,C1309,0
AILA_Q6,C2867,0
AILA_Q6,C1238,0
AILA_Q6,C167,0
AILA_Q6,C700,0
AILA_Q6,C2571,0
AILA_Q6,C1445,0
AILA_Q6,C205,0
AILA_Q6,C2386,0
AILA_Q6,C154,0
AILA_Q6,C768,0
AILA_Q6,C1779,0
AILA_Q6,C979,0
AILA_Q6,C204,0
AILA_Q6,C642,0
AILA_Q6,C2554,0
AILA_Q6,C1305,0
AILA_Q6,C2017,0
AILA_Q6,C2479,0
AILA_Q6,C61,0
AILA_Q6,C1394,0
AILA_Q6,C2598,0
AILA_Q6,C2792,0
AILA_Q6,C2219,0
AILA_Q6,C1904,0
AILA_Q6,C1103,0
AILA_Q6,C2135,0
AILA_Q6,C275,0
AILA_Q6,C2224,0
AILA_Q6,C2909,0
AILA_Q6,C1916,0
AILA_Q6,C1167,0
AILA_Q6,C595,0
AILA_Q6,C26,1
AILA_Q6,C1008,0
AILA_Q6,C2285,0
AILA_Q6,C707,0
AILA_Q6,C1237,0
AILA_Q6,C2067,0
AILA_Q6,C686,0
AILA_Q6,C1995,0
AILA_Q6,C899,0
AILA_Q6,C743,0
AILA_Q6,C2351,0
AILA_Q6,C1612,0
AILA_Q6,C518,0
AILA_Q6,C2806,0
AILA_Q6,C948,0
AILA_Q6,C420,0
AILA_Q6,C1074,0
AILA_Q6,C1951,0
AILA_Q6,C2343,0
AILA_Q6,C1533,0
AILA_Q6,C1565,0
AILA_Q6,C1652,0
AILA_Q6,C2426,0
AILA_Q6,C2436,0
AILA_Q6,C2486,0
AILA_Q6,C1984,0
AILA_Q6,C2054,0
AILA_Q6,C282,0
AILA_Q6,C2247,0
AILA_Q6,C1437,0
AILA_Q6,C731,0
AILA_Q6,C2492,0
AILA_Q6,C551,0
AILA_Q6,C753,0
AILA_Q6,C689,0
AILA_Q6,C665,0
AILA_Q6,C1869,0
AILA_Q6,C1390,0
AILA_Q6,C590,0
AILA_Q6,C427,0
AILA_Q6,C2266,0
AILA_Q6,C1571,0
AILA_Q6,C726,0
AILA_Q6,C1926,0
AILA_Q6,C1432,0
AILA_Q6,C1776,0
AILA_Q6,C1440,0
AILA_Q6,C1637,0
AILA_Q6,C1107,0
AILA_Q6,C713,0
AILA_Q6,C2516,0
AILA_Q6,C2455,0
AILA_Q6,C1715,0
AILA_Q6,C1079,0
AILA_Q6,C409,0
AILA_Q6,C217,0
AILA_Q6,C2581,0
AILA_Q6,C2691,0
AILA_Q6,C363,0
AILA_Q6,C2480,0
AILA_Q6,C1306,0
AILA_Q6,C385,0
AILA_Q6,C727,0
AILA_Q6,C1879,0
AILA_Q6,C2743,0
AILA_Q6,C2683,0
AILA_Q6,C1632,0
AILA_Q6,C341,0
AILA_Q6,C1441,0
AILA_Q6,C635,0
AILA_Q6,C1003,0
AILA_Q6,C1766,0
AILA_Q6,C702,0
AILA_Q6,C802,0
AILA_Q6,C842,0
AILA_Q6,C382,0
AILA_Q6,C2510,0
AILA_Q6,C2000,0
AILA_Q6,C810,0
AILA_Q6,C470,0
AILA_Q6,C990,0
AILA_Q6,C814,0
AILA_Q6,C714,0
AILA_Q6,C2233,0
AILA_Q6,C2001,0
AILA_Q6,C1635,0
AILA_Q6,C25,0
AILA_Q6,C2173,0
AILA_Q6,C708,0
AILA_Q6,C2406,0
AILA_Q6,C2144,0
AILA_Q6,C577,0
AILA_Q6,C1104,0
AILA_Q6,C580,0
AILA_Q6,C1835,0
AILA_Q6,C2901,0
AILA_Q6,C2788,0
AILA_Q6,C2084,0
AILA_Q6,C587,0
AILA_Q6,C2685,0
AILA_Q6,C2805,0
AILA_Q6,C1347,0
AILA_Q6,C2586,0
AILA_Q6,C1182,0
AILA_Q6,C607,0
AILA_Q6,C1586,0
AILA_Q6,C59,0
AILA_Q6,C2798,0
AILA_Q6,C1679,0
AILA_Q6,C68,0
AILA_Q6,C2125,0
AILA_Q6,C1626,0
AILA_Q6,C1700,0
AILA_Q6,C597,0
AILA_Q6,C2474,0
AILA_Q6,C375,0
AILA_Q6,C914,0
AILA_Q6,C2278,0
AILA_Q6,C2215,0
AILA_Q6,C832,0
AILA_Q6,C1532,0
AILA_Q6,C2203,0
AILA_Q6,C1908,0
AILA_Q6,C638,0
AILA_Q6,C2566,0
AILA_Q6,C353,0
AILA_Q6,C351,0
AILA_Q6,C960,0
AILA_Q6,C414,0
AILA_Q6,C159,0
AILA_Q6,C1141,0
AILA_Q6,C52,0
AILA_Q6,C2334,0
AILA_Q6,C1338,0
AILA_Q6,C938,0
AILA_Q6,C2205,0
AILA_Q6,C1134,0
AILA_Q6,C222,0
AILA_Q6,C1487,0
AILA_Q6,C1467,0
AILA_Q6,C324,0
AILA_Q6,C2010,0
AILA_Q6,C1417,0
AILA_Q6,C1350,0
AILA_Q6,C572,0
AILA_Q6,C1843,0
AILA_Q6,C1442,0
AILA_Q6,C1578,0
AILA_Q6,C127,0
AILA_Q6,C1024,0
AILA_Q6,C1597,0
AILA_Q6,C151,0
AILA_Q6,C2857,0
AILA_Q6,C1391,0
AILA_Q6,C640,0
AILA_Q6,C480,0
AILA_Q6,C255,0
AILA_Q6,C2335,0
AILA_Q6,C2841,0
AILA_Q6,C2364,0
AILA_Q6,C2767,0
AILA_Q6,C2033,0
AILA_Q6,C1346,0
AILA_Q6,C1156,0
AILA_Q6,C599,0
AILA_Q6,C2079,0
AILA_Q6,C2131,0
AILA_Q6,C1298,0
AILA_Q6,C428,0
AILA_Q6,C114,0
AILA_Q6,C2014,0
AILA_Q6,C1576,0
AILA_Q6,C1152,0
AILA_Q6,C1645,0
AILA_Q6,C2517,0
AILA_Q6,C2336,0
AILA_Q6,C399,0
AILA_Q6,C2393,0
AILA_Q6,C952,0
AILA_Q6,C1046,0
AILA_Q6,C2300,0
AILA_Q6,C2757,0
AILA_Q6,C2403,0
AILA_Q6,C747,0
AILA_Q6,C2813,0
AILA_Q6,C718,0
AILA_Q6,C2597,0
AILA_Q6,C2476,0
AILA_Q6,C2290,0
AILA_Q6,C93,0
AILA_Q6,C866,0
AILA_Q6,C1604,0
AILA_Q6,C1655,0
AILA_Q6,C1985,0
AILA_Q6,C637,0
AILA_Q6,C564,0
AILA_Q6,C2820,0
AILA_Q6,C2570,0
AILA_Q6,C1435,0
AILA_Q6,C568,0
AILA_Q6,C2657,0
AILA_Q6,C4,0
AILA_Q6,C2073,0
AILA_Q6,C1946,0
AILA_Q6,C971,0
AILA_Q6,C657,0
AILA_Q6,C970,0
AILA_Q6,C1353,0
AILA_Q6,C1846,0
AILA_Q6,C136,0
AILA_Q6,C1045,0
AILA_Q6,C43,0
AILA_Q6,C466,0
AILA_Q6,C103,0
AILA_Q6,C2687,0
AILA_Q6,C2104,0
AILA_Q6,C795,0
AILA_Q6,C415,0
AILA_Q6,C40,0
AILA_Q6,C1875,0
AILA_Q6,C1619,0
AILA_Q6,C2368,0
AILA_Q6,C1769,0
AILA_Q6,C2320,0
AILA_Q6,C200,0
AILA_Q6,C1036,0
AILA_Q6,C36,0
AILA_Q6,C2046,0
AILA_Q6,C1960,0
AILA_Q6,C1377,0
AILA_Q6,C2669,0
AILA_Q6,C1667,0
AILA_Q6,C1934,0
AILA_Q6,C999,0
AILA_Q6,C898,0
AILA_Q6,C1579,0
AILA_Q6,C1184,0
AILA_Q6,C335,0
AILA_Q6,C2172,0
AILA_Q6,C2794,0
AILA_Q6,C62,0
AILA_Q6,C528,0
AILA_Q6,C931,0
AILA_Q6,C2360,0
AILA_Q6,C1166,0
AILA_Q6,C1241,0
AILA_Q6,C717,0
AILA_Q6,C812,0
AILA_Q6,C987,0
AILA_Q6,C2444,0
AILA_Q6,C1420,0
AILA_Q6,C2894,0
AILA_Q6,C1327,0
AILA_Q6,C1641,0
AILA_Q6,C2889,0
AILA_Q6,C305,0
AILA_Q6,C765,0
AILA_Q6,C850,0
AILA_Q6,C246,0
AILA_Q6,C1317,0
AILA_Q6,C1025,0
AILA_Q6,C2886,0
AILA_Q6,C2629,0
AILA_Q6,C2593,0
AILA_Q6,C365,0
AILA_Q6,C366,0
AILA_Q6,C1531,0
AILA_Q6,C1977,0
AILA_Q6,C2684,0
AILA_Q6,C2790,0
AILA_Q6,C2197,0
AILA_Q6,C89,0
AILA_Q6,C490,0
AILA_Q6,C472,0
AILA_Q6,C2274,0
AILA_Q6,C2027,0
AILA_Q6,C1974,0
AILA_Q6,C1491,0
AILA_Q6,C2620,0
AILA_Q6,C2682,0
AILA_Q6,C2327,0
AILA_Q6,C575,0
AILA_Q6,C2170,0
AILA_Q6,C462,0
AILA_Q6,C1113,0
AILA_Q6,C887,0
AILA_Q6,C859,0
AILA_Q6,C2874,0
AILA_Q6,C502,0
AILA_Q6,C1620,0
AILA_Q6,C888,0
AILA_Q6,C1717,0
AILA_Q6,C1785,0
AILA_Q6,C1709,0
AILA_Q6,C2341,0
AILA_Q6,C2649,0
AILA_Q6,C995,0
AILA_Q6,C986,0
AILA_Q6,C2715,0
AILA_Q6,C2199,0
AILA_Q6,C739,0
AILA_Q6,C1054,0
AILA_Q6,C501,0
AILA_Q6,C1492,0
AILA_Q6,C169,0
AILA_Q6,C55,0
AILA_Q6,C1308,0
AILA_Q6,C1148,0
AILA_Q6,C358,0
AILA_Q6,C1771,0
AILA_Q6,C2708,0
AILA_Q6,C1536,0
AILA_Q6,C817,0
AILA_Q6,C2819,0
AILA_Q6,C419,0
AILA_Q6,C2317,0
AILA_Q6,C2572,0
AILA_Q6,C2042,0
AILA_Q6,C321,0
AILA_Q6,C1080,0
AILA_Q6,C1138,0
AILA_Q6,C1707,0
AILA_Q6,C2773,0
AILA_Q6,C2196,0
AILA_Q6,C380,0
AILA_Q6,C1293,0
AILA_Q6,C655,0
AILA_Q6,C1981,0
AILA_Q6,C535,0
AILA_Q6,C2726,0
AILA_Q6,C1862,0
AILA_Q6,C2357,0
AILA_Q6,C1894,0
AILA_Q6,C1243,0
AILA_Q6,C2181,0
AILA_Q6,C1226,0
AILA_Q6,C1066,0
AILA_Q6,C2460,0
AILA_Q6,C1295,0
AILA_Q6,C1811,0
AILA_Q6,C1329,0
AILA_Q6,C1642,0
AILA_Q6,C645,0
AILA_Q6,C1285,0
AILA_Q6,C712,0
AILA_Q6,C2016,0
AILA_Q6,C567,0
AILA_Q6,C1199,0
AILA_Q6,C1310,0
AILA_Q6,C2313,0
AILA_Q6,C1476,0
AILA_Q6,C1292,0
AILA_Q6,C475,0
AILA_Q6,C928,0
AILA_Q6,C668,0
