key,content
S131,"Title: Abettor present when offence is committed
Desc: Whenever any person, who is absent would be liable to be punished as an abeltor, is present when the act or offence for which he would be punishable in consequence of the abetment is committed, he shall be deemed to have committed such act or offence.
"
S111,"Title: Control over subordinate courts
Desc: The control over district courts and courts subordinate thereto including the posting and promotion of, and the grant of leave to, persons belonging to the judicial service of a State and holding any post inferior to the post of district judge shall be vested in the High Court, but nothing in this Article shall be construed as taking away from any such person any right of appeal which he may have under the law regulating the conditions of his service or as authorising the High Court to deal with him otherwise than in accordance with the conditions of his service prescribed under such law.
"
S151,"Title: Courts to try all civil suits unless barred-
Desc: -The Courts shall (subject to the provisions herein contained) have jurisdiction to try all suits of a civil nature excepting suits of which their cognizance is either expressly or impliedly barred. 1 [Explanation I].-A suit in which the right to property or to an office is contested is a suit of a civil nature, notwithstanding that such right may depend entirely on the decision of questions as to religious rites or ceremonies. 2 [Explanation II.-For the purposes of this section, it is immaterial whether or not any fees are attached to the office referred to in Explanation I or whether or not such office is attached to a particular place.] STATE AMENDMENT Maharashtra.-After section 9 the following section shall be inserted as section 9A:-- ""9A. Where of the hearing of application relating to interim relief in a suit, objection to jurisdiction is taken, such issue to be decided by the Court as a preliminary issue--(1) Notwithstanding anything contained in this Code or any other law for the time being in force, if, at the hearing of any application for granting or setting aside an order granting any interim relief, whether by way of stay, injunction, appointment of a receiver or otherwise, made in any suit, an objection to the jurisdiction of the Court to entertain such a suit is taken by any of the parties to the suit, the Court shall proceed to determine at the hearing of such application the issue as to the jurisdiction as a preliminary issue before granting or setting aside the order granting the interim relief. Any such application shall be beard and disposed of by the Court as expeditiously as possible and shall not in any case be adjourned to the hearing of the suit. (2) Notwithstanding anything contained in sub-section (1), at the hearing of any such application, the Court may grant such interim relief as it may consider necessary, pending determination by it of the preliminary issue as to the jurisdiction."" [Vide Maharashtra Act 65 of 1977, section 3 (w.e.f. 19-12-1977)]. Explanation renumbered as Explanation I there of by Act 104 of 1976 , section 5 with effect from . 1-2-1977. Inserted by Act 104 of 1976 , section 5, with effect from . 1-2-1977.
"
S195,"Title: Power of Parliament to impose restrictions on trade, commerce and intercourse
Desc: Parliament may by law impose such restrictions on the freedom of trade, commerce or intercourse between one State and another or within any part of the territory of India as may be required in the public interest.
"
S177,"Title: Public charities
Desc: (1) In the case of any alleged breach of any express or constructive trust created for public purposes of a charitable or religious nature, or where the direction of the Court is deemed necessary for the administration of any such trust, the Advocate-General, or two or more persons having an interest in the trust and having obtained the 2 [leave of the Court] may institute a suit, whether contentious or not, in the principal Civil Court of original jurisdiction or in any other Court empowered in that behalf by the State Government within the local limits of whose jurisdiction the whole or any part of the subject-matter of the trust is situate to obtain a decree- (a) removing any trustee; (b) appointing a new trustee; (c) vesting any properly in a trustee; 3 [(cc) directing a trustee who has been removed or a person who has ceased to be a trustee, to deliver possession of any trust property in his possession to the person entitled to the possession of such property; ] (d) directing accounts and inquiries; (e) declaring what proportion of the trust property or of the interest therein shall be allocated to any particular object of the trust; (f) authorizing the whole or any part of the trust property to be let, sold, mortgaged or exchanged; (g) settling a scheme; or (h) granting such further or other relief as the nature of the case may require. (2) Save as provided by the Religious Endowments Act, 1863 (20 of 1863), 4 [or by any corresponding law in force in 5 [the territories which, immediately before the 1st November, 1956, were comprised in Part B States]], no suit claiming any of the reliefs specified in sub-section (1) shall be instituted in respect of any such trust as is therein referred to except in conformity with the provisions of that sub-section. 6 [(3) The Court may alter the original purposes of an express or constructive trust created for public purposes of a charitable or religious nature and allow the property or income of such trust or any portion thereof to be applied cy pres in one or more of the following circumstances, namely :-- (a) where the original purposes of the trust, in whole or in part,-- (i) have been, as far as may be, fulfilled; or (ii) cannot be carried out at all, or cannot be carried out according to the directions given in the instrument creating the trust or, where there is no such instrument, according to the spirit of the trust; or (b) where the original purposes of the trust provide a use for a part only of the property available by virtue of the trust; or (c) where the property available by virtue of the trust and other property applicable for similar purposes can be more effectively used in conjunction with, and to that end can suitably be made applicable to any other purpose, regard being had to the spirit of the trust and its applicability to common purposes; or (d) where the original purposes, in whole or in part, were laid down by reference to an area which then was, but has since ceased to be, a unit for such purposes; or (e) where the original purposes, in whole or in part, have, since they were laid down,- (i) been adequately provided for by other means, or (ii) ceased, as being useless or harmful to the community, or (iii) ceased to be, in law, charitable, or (iv) ceased in any other way to provide a suitable and effective method of using the property available by virtue of the trust, regard being had to the spirit of the trust.] STATE AMENDMENT Uttar Pradesh.-In section 92, in sub-section (1), after clause (b), the following shall be added as a new clause (bb):-- ""(bb) For delivery of possession of any trust properly against a person, who has ceased to be trustee or has been removed."" [Vide U.P. Act 24 of 1954 , section 2 and Schedule, Item 5, entry 5 (w.e.f. 30-11-1954)]. Section 92 shall not apply to any religious trust in Bihar, See Bihar Act 1 of 1951. Substituted by Act 104 of 1976 , section 31 for consent in writing of the Advocate-General"" with effect from . 1-2-1977. Inserted by Act 66 of 1956 , section 9 w.e.f. 01-01-1957. Inserted by Act 2 of 1951 , section 13 w.e.f. 01-04-1951. Substituted by the Adaptation of Laws (No. 2) Order, 1956, for ""a Part B State"". Inserted by Act 104 of 1976 , section 31 with effect from . 1-2-1977.
"
S120,"Title: Saving of laws providing for acquisition of estates, etc.
Desc: 2 Saving of laws providing for acquisition of estates, etc. 3 (1)Notwithstanding anything contained in Article 13, no law providing for- (a) the acquisition by the State of any estate or of any rights therein or the extinguishment or modification of any such rights, or (b) the taking over of the management of any property by the State for a limited period either in the public interest or in order to secure the proper management of the property, or (c) the amalgamation of two or more corporations either in the public interest or in order to secure the proper management of any of the corporations, or (d) the extinguishment or modification of any rights of managing agents, secretaries and treasurers, managing directors, directors or managers of corporations, or of any voting rights of shareholders thereof, or (e) the extinguishment or modification of any rights accruing by virtue of any agreement, lease or licence for the purpose of searching for, or winning, any mineral or mineral oil, or the premature termination or cancellation of any such agreement, lease or licence, shall be deemed to be void on the ground that it is inconsistent with, or takes away or abridges any of the rights conferred by 4 Article 14 or Article 19: Provided that where such law is a law made by the Legislature of a State, the provisions of this Article shall not apply thereto unless such law, having been reserved for the consideration of the President, has received his assent: 5 Provided further that where any law makes any provision for the acquisition by the State of any estate and where any land comprised therein is held by a person under his personal cultivation, it shall not be lawful for the State to acquire any portion of such land as is within the ceiling limit applicable to him under any law for the time being in force or any building or structure standing thereon or appurtenant thereto, unless the law relating to the acquisition of such land, building or structure, provides for payment of compensation at a rate which shall not be less than the market value thereof. (2) In this Article ,- 6 (a) the expression ""estate"" shall, in relation to any local area, have the same meaning as that expression or its local equivalent has in the existing law relating to land tenures in force in that area and shall also include- (i) any jagir, inam or muafi or other similar grant and in the States of 7 Tamil Nadu and Kerala, any janmam right; (ii) any land held under ryotwari settlement; (iii) any land held or let for purposes of agriculture or for purposes ancillary thereto, including waste land, forest land, land for pasture or sites of buildings and other structures occupied by cultivators of land, agricultural labourers and village artisans; (b) the expression ""rights"", in relation to an estate, shall include any rights vesting in a proprietor, sub-proprietor, under-proprietor, tenure-holder, 8 raiyat, under-raiyat or other intermediary and any rights or privileges in respect of land revenue. Inserted by the Constitution (Forty-second Amendment) Act, 1976 , Section 3 (w.e.f. 3-1-1977). Inserted by the Constitution (First Amendment) Act, 1951 , Section 4 (with retrospective effect). Substituted by the Constitution (Fourth Amendment) Act, 1955 , Section 3, for Clause(1)(with retrospective effect). Substituted by the Constitution (Forty-fourth Amendment) Act, 1978 , Section 7, for ""Article 14, Article 19 or Article 31"" (w.e.f. 20-6-1979). Inserted by the Constitution (Seventeenth Amendment) Act, 1964 , Section 2. Substituted by Constitution (Seventeenth Amendment) Act, 1964 Section 2, for sub-clause (a) (with retrospective effect) Substituted by the Madras State (Alteration of Name) Act, 1968 (53 of 1968), Section 4, for ""Madras"" (w.e.f. 14-1-1969). Inserted by the Constitution (Fourth Amendment) Act, 1955 , Section 3 (with retrospective effect).
"
S155,"Title: Punishment for criminal trespass
Desc: Whoever commits criminal trespass shall be punished with imprisonment of either description for a term which may extend to three months, with fine or which may extend to five hundred rupees, or with both.
"
S91,"Title: Extent of executive power of State
Desc: Subject to the provisions of this Constitution, the executive power of a State shall extend to the matters with respect to which the Legislature of the State has power to make laws: Provided that in any matter with respect to which the Legislature of a State and Parliament have power to make laws, the executive power of the State shall be subject to, and limited by, the executive power expressly conferred by this Constitution or by any law made by Parliament upon the Union or authorities thereof.
"
S102,"Title: Matters to be considered in determining compensation
Desc: (1) In determining the amount of compensation to be awarded for land acquired under this Act, the court shall take into consideration-- first, the market-value of the land at the date of the publication of the notification under section 4, sub-section (1); secondly, the damage sustained by the person interested, by reason of the taking of any standing crops or trees which may be on the land at the time of the Collector's taking possession thereof; thirdly, the damage (if any), sustained by the person interested, at the time of the Collector's taking possession taking possession of the land, by reason of severing such land from his other land; fourthly, the damage (if any), sustained by the person interested, at the time of the Collector's taking possession of the land, by reason of the acquisition injuriously affecting his other property, movable or immovable, in any other manner, or his earnings; fifthly, if, in consequence of the acquisition of the land by the Collector, the person interested is compelled to change his residence or place of business, the reasonable expenses (if any) incidental to such change; and sixthly, the damage (if any) bona fide resulting from diminution of the profits of the land between the time of the publication of the declaration under section 6 and the time of the Collector's taking possession of the land. 1 [(1A) In addition to the market value of the land above provided, the Court shall in every case award an amount calculated at the rate of twelve per centum per annum on such market-value for the period commencing on and from the date of the publication of the notification under section 4, sub-section (1), in respect of such land to the date of the award of the Collector or the date of taking possession of the land, whichever is earlier. Explanation.-In computing the period referred to in this sub-section, any period or periods during which the proceedings for the acquisition of the land were held up on account of any stay or injunction by the order of any court shall be excluded.] (2) In addition to the market-value of the land as above provided, the court shall in every case award a sum of 2 [thirty per centum] on such market-value, in consideration of the compulsory nature of the acquisition.] Inserted by Act 68 of 1984 , section 15 with effect from 24-9-1984, regarding its application to proceedings pending on or after 30.4.1982. Substituted by Act 68 of 1984 , section 15 with effect from . 24-9-1984.
"
S5,"Title: Remedies for enforcement of rights conferred by this Part
Desc: (1) The right to move the Supreme Court by appropriate proceedings for the enforcement of the rights conferred by this Part is guaranteed. (2) The Supreme Court shall have power to issue directions or orders or writs, including writs in the nature of habeas corpus, mandamus, prohibition, quo warranto and certiorari, whichever may be appropriate, for the enforcement of any of (3) Without prejudice to the powers conferred on the Supreme Court by clauses (1) and (2), Parliament may by law empower any other court to exercise within the local limits of its jurisdiction all or any of the powers exercisable by the Supreme Court under clause (2). (4) The right guaranteed by this Article shall not be suspended except as otherwise provided for by this Constition.
"
S93,"Title: Application to file in Court arbitration agreement
Desc: (1) Where any persons have entered into an arbitration agreement before the institution of any suit with respect to the subject-matter of the agreement or any part of it, and where a difference has arisen to which the agreement applies, they or any or them, instead of proceeding under Chapter II, may apply to a Court having jurisdiction in the matter to which the agreement relates, that the agreement be filed in Court. (2) The application shall be in writhing and shall be numbered and registered as a suit between one or more of the parties interested or claiming to be interested as plaintiff r plaintiffs and the remainder as defendant or defendants, if the application has been presented by all the parties, or, if otherwise, between the applicant as plaintiff and the other parties as defendants. (3) On such application being made, the Court shall direct notice thereof to be given to all parties to the agreement other than the applicants, requiring them to show cause within the time specified in the notice why the agreement should not be filed. (4) Where no sufficient cause is shown, the Court shall order the agreement to be filed, and shall make an order of reference to the arbitrator appointed by the parties, whether in the agreement or otherwise, or, where the parties cannot agree upon an arbitrator, to an arbitrator appointed by Court. (5) Thereafter the arbitration shall proceed in accordance with, and shall be governed by, the other provisions of this Act so far as they can be made applicable.
"
S170,"Title: Order for maintenance of wives, children and parents
Desc: (1) If any person having sufficient means neglects or refuses to maintain (a) his wife, unable to maintain herself, or (b) his legitimate or illegitimate minor child, whether married or not, unable to maintain itself, or (c) his legitimate or illegitimate child (not being a married daughter) who has attained majority, where such child is, by reason of any physical or mental abnormality or injury unable to maintain itself, or (d) his father or mother, unable to maintain himself or herself, a Magistrate of the first class may, upon proof of such neglect or refusal, order such person to make a monthly allowance for the maintenance of his wife or such child, father or mother, at such monthly rate1 [...] as such magistrate thinks fit, and to pay the same to such person as the Magistrate may from time to time direct: Provided that the Magistrate may order the father of a minor female child referred to in clause (b) to make such allowance, until she attains her majority, if the Magistrate is satisfied that the husband of such minor female child, if married, is not possessed of sufficient means. 2 [Provided further that the Magistrate may, during the pendency of the proceeding regarding monthly allowance for the maintenance under this sub-section, order such person to make a monthly allowance for the interim maintenance of his wife or such child, father or mother, and the expenses of such proceeding which the Magistrate considers reasonable, and to pay the same to such person as the Magistrate may from time to time direct: Provided also that an application for the monthly allowance for the interim maintenance and expenses of proceeding under the second proviso shall, as far as possible, be disposed of within sixty days from the date of the service of notice of the application to such person.] Explanation.-For the purposes of this Chapter.- (a) ""minor"" means a person who, under the provisions of the Indian Majority Act, 1875 (9 of 1875) is deemed not to have attained his majority; (b) ""wife"" includes a woman who has been divorced by, or has obtained a divorce from, her husband and has not remarried. 3 [(2) Any such allowance for the maintenance or interim maintenance and expenses of proceeding shall be payable from the date of the order, or, if so ordered, from the date of the application for maintenance or interim maintenance and expenses of proceeding, as the case may be.] (3) If any person so ordered fails without sufficient cause to comply with the order, any such Magistrate may, for every breach of the order, issue a warrant for levying the amount due in the manner provided for levying fines, and may sentence such person, for the whole, or any port of each month's allowance4 [allowance for the maintenance or the interim maintenance and expenses of proceeding , as the case may be] remaining unpaid after the execution of the warrant, to imprisonment for a term which may extend to one month or until payment if sooner made: Provided that no warrant shall be issued for the recovery of any amount due under this section unless application be made to the Court to levy such amount within a period of one year from the date on which it became due: Provided further that if such person offers to maintain his wife on condition of her living with him, and she refuses to live with him, such Magistrate may consider any grounds of refusal stated by her, and may make an order under this section notwithstanding such offer, if he is satisfied that there is just ground for so doing. Explanation.-If a husband has contracted marriage with another woman or keeps a mistress, it shall be considered to be just ground for his wife's refusal to live with him. (4) No wife shall be entitled to receive an 5 [allowance for the maintenance or the interim maintenance and expenses of proceeding , as the case may be] from her husband under this section if she is living in adultery, or if, without any sufficient reason, she refuses to live with her, husband, or if they are living separately by mutual consent. (5) On proof that any wife in whose favour an order has been made under this section is living in adultery, or that without sufficient reason she refuses to live with her husband, or that they are living separately by mutual consent, the Magistrate shall cancel the order. STATE AMENDMENTS Madhya Pradesh: In sub-section (1) of section 125 of the Act for the words ""five hundred rupees"" the words ""three thousand rupees"" shall be substituted. [VideM.P.( Act. 10 of 1998 ), Section 3 (w.e.f. 29-5-1998)]. Maharashtra: In Section 125 of the Code of Criminal Procedure, 1973, in its application to the State of Maharashtra:- (a) in sub-section (1), (i) for the words ""not exceeding five hundred rupees"" the words ""not exceeding fifteen hundred rupees"" shall be substituted; (ii) before the existing proviso, the following proviso shall be inserted, namely:.- Provided that, the Magistrate on an application or submission being made, sup-ported by an affidavit by the person who has applied for the maintenance under this sub-section, for payment of interim maintenance, on being satisfied that, there is a prima facie ground for making such order, may direct the person against whom the application for maintenance has been made to pay a reasonable amount by way of interim maintenance to the applicant, pending the final disposal of the maintenance application: Provided further that, such order for payment of interim maintenance may, in an appropriate case, also be made by the Magistrate exparte, pending service of notice of the application, subject, however, to the condition that such an order shall beliable to be modified or even cancelled after the respondent is heard in the matter: Provided also that, subject to the ceiling laid down under this sub-section, the amount of interim maintenance shall, as far as practicable, be not less than thirty per cent of the monthly income of the respondent.""; (iii) in the existing proviso, for the words ""Provided that"" the words ""Provided also that"" shall be substituted; (b) after sub-section (2), the following sub-section shall be inserted, namely:- (2A) Notwithstanding anything otherwise contained in sub-sections (1) and (2), where an application is made by the wife under clause (a) of sub-section (1) for the maintenance allowance, the applicant may also seek relief that the order may be made for the payment of maintenance allowance in lump-sum in lieu of the payment of monthly maintenance allowance, and the Magistrate may, after taking into consideration all the circumstances obtaining in the case including the factors like the age, physical condition, economic conditions and other liabilities and commitments of both the paryies, pass an order that the respondent shall pay the maintenance allowance in lump-sum in lieu of the monthly maintenance allowance, covering a specified period, not exceeding five years at a lime, or for such period which may exceed five years, as may be mutually agreed to, by the parties.""; (c) in sub-section (3), (i) after the words ""so ordered"" the words, brackets, figures and letter ""either under sub-section (1) or sub-section (2A), as the case may be,"" shall be inserted; (ii) after the words ""each month's allowance"" the words ""or, as the case may be, the lump-sum allowance to be paid in lieu of the monthly allowance"" shall be inserted. [Vide Maharashtra Act, 21 of 1999 Section 2 (w.e.f. 20-4-1999)]. Tripura: In the Code of Criminal Procedure, 1973 in its application to the State of Tripura, in sub-section (1) of section 125, for the words ""five hundred rupees"" the words"" one thousand five hundred rupees"" shall be substituted. [Vide Tripura Act, 9 of 1999 Section 2 (w.e.f. 9-4-1999)]. West Bengal: In sub-section (1), (1) for the words ""five hundred rupees"" the words ""one thousand and five hundred rupees"" shall be substituted. (2) after the existing proviso, following proviso shall be inserted, namely:- ""Provided further that where in any proceeding under this section it appears to the Magistrate that the wife referred to in clause (a) or the minor child referred to in clause (b) or the child (not being a married daughter) referred to in clause (c) or the father or the mother referred to in clause (d) is in need of immediate relief for her or its or his support and the necessary expenses of the proceeding, the Magistrate may, on the application of the wife or the minor child or the child (not being a married daughter) or the father or the mother, as the case may be, order the person against whom the allowance for maintenance is claimed, to pay to the petitioner, pending the conclusion of the proceeding, the expenses of the proceeding, and monthly during the proceeding such allowance as, having regard to the income of such person, it may seem to the Magistrate co be reasonable"", [Vide W.B. Act 25 of 1992 (w.e.f. 2-8-1993)]. Rajasthan: In section 125, in sub-section (1), for the words ""five hundred"" occurring after the words ""at such monthly rate not exceeding"" and before the words ""rupees in the whole"", substitute the words ""two thousand five hundred"". [Vide Rajasthan Act 3 of 2001, sec. 2 (w.e.f. 10-5-2001).] Tripura: In section 125, for the words ""five hundred rupees"", substitute the words ""one thousand five hundred rupees"". [Vide Tripura Act, 9 of 1999 sec. 2 (w.e.f. 5-11-1999).] Uttar Pradesh: In section 125, after sub-section (5), insert the following sub-section, namely:- ""(6) where in a proceeding under this section it appears to the Magistrate that the person claiming maintenance is in need of immediate relief for his support and the necessary expenses of the proceeding, the Magistrate may, on his application, order the person against whom the maintenance is claimed, to pay to the person claiming the maintenance, during the pendency of the proceeding such monthly allowance not exceeding five thousand rupees and such expenses of the proceeding as the Magistrate consider reasonable and such order shall be enforceable as an order of maintenance."" [Vide Uttar Pradesh Act 36 of 2000, sec.2 (w.e.f. 13-8-2001).)] Omitted by The Code of Criminal Procedure (Amdt.) Act, 2001 . with effect from 24.09.2001. Prior to omission the words stood as under:- ""not exceeding five hundred rupees in the whole"" Inserted by The Code of Criminal Procedure (Amdt.) Act, 2001 with effect from 24.09.2001. Substituted by The Code of Criminal Procedure (Amdt.) Act, 2001 with effect from 24.09.2001. Prior to its substitution sub-section (2) read as under:- ""Such allowance shall be payable from the date of the order, or, if so ordered, from the date of the application for maintenance."" 28 Substituted for the word ""allowance"" by The Code of Criminal Procedure (Amdt.) Act, 2001 w.e.f. 24.09.2001. 28 Substituted for the word ""allowance"" by The Code of Criminal Procedure (Amdt.) Act, 2001 w.e.f. 24.09.2001.
"
S98,"Title: Application for compensation
Desc: (1) An application for compensation arising out of an accident of the nature specified in sub-section (1) of section 165 may be made-- (a) by the person who has sustained the injury; or (b) by the owner of the property; or (c) where death has resulted from the accident, by all or any of the legal representatives of the deceased; or (d) by any agent duly authorised by the person injured or all or any of the legal representatives of the deceased, as the case may be: Provided that where all the legal representatives of the deceased have not joined in any such application for compensation, the application shall be made on behalf of or for the benefit of all the legal representatives of the deceased and the legal representatives who have not so joined, shall be impleaded as respondents to the application. 1 [(2) Every application under sub-section (1) shall be made, at the option of the claimant, either to the Claims Tribunal having jurisdiction over the area in which the accident occurred or to the Claims Tribunal within the local limits of whose jurisdiction the claimant resides or carries on business or within the local limits of whose jurisdiction the defendant resides, and shall be in such form and contain such particulars as may be prescribed: Provided that where no claim for compensation under section 140 is made in such application, the application shall contain a separate statement to that effect immediately before the signature of the applicant.] 2 [...] 3 [(4) The Claims Tribunal shall treat any report of accidents forwarded to it under sub-section (6) of section 158 as an application for compensation under this Act.] Substituted by Act 54 of 1994 , Section 53, for sub-section (2) with effect from . 14-11-1994. Sub-section (3) omitted by Act 54 of 1994 , Section 53 with effect from . 14-11-1994. Substituted by Act 54 of 1994 , Section 53, for sub-section (4) with effect from . 14-11-1994.
"
S191,"Title: Superintendence, direction and control of elections to be vested in an Election Commission
Desc: (1) The superintendence, direction and control of the preparation of the electoral rolls for, and the conduct of, all elections to Parliament and to the Legislature of every State and of elections to the offices of President and Vice-President held under this Constitution1 [...] shall be vested in a Commission (referred to in this Constitution as the Election Commission). (2) The Election Commission shall consist of the Chief Election Commissioner and such number of other Election Commissioners, if any, as the President may from time to time fix and the appointment of the Chief Election Commissioner and other Election Commissioners shall, subject to the provisions of any law made in that behalf by Parliament, be made by the President. (3) When any other Election Commissioner is so appointed the Chief Election Commissioner shall act as the Chairman of the Election Commission. (4) Before each general election to the House of the People and to the Legislative Assembly of each State, and before the first general election and thereafter before each biennial election to the Legislative Council of each State having such Council, the President may also appoint after consultation with the Election Commission such Regional Commissioners as he may consider necessary to assist the Election Commission in the performance of the functions conferred on the Commission by clause (1). (5) Subject to the provisions of any law made by Parliament, the conditions of service and tenure of office of the Election Commissioners and the Regional Commissioners shall be such as the President may by rule determine: Provided that the Chief Election Commissioner shall not be removed from his office except in like manner and on the like grounds as a Judge of the Supreme Court and the conditions of service of the Chief Election Commissioner shall not be varied to his disadvantage after his appointment: Provided further that any other Election Commissioner or a Regional Commissioner shall not be removed from office except on the recommendation of the Chief Election Commissioner. (6) The President, or the Governor2 [...] of a State, shall, when so requested by the Election Commission, make available to the Election Commission or to a Regional Commissioner such staff as may be necessary for the discharge of the functions conferred on the Election Commission by clause (1). The words ""including the appointment of election tribunals for the decision of doubts and disputes arising out of or in connection with elections to Parliament and to the Legislatures of States"" omitted by the Constitution (Nineteenth Amendment) Act, 1966 , s. 2, (11-12-1966). The words ""or Rajpramukh"" omitted by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. (w.e.f. 1-11-1956)
"
S110,"Title: Punishment for theft
Desc: Whoever commits theft shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.
"
S171,"Title: Questions to be determined by the Court executing decree
Desc: (1) All questions arising between the parties to the suit in which the decree was passed, or their, representatives, and relating to the execution, discharge or satisfaction of the decree, shall be determined by the Court executing the decree and not by a separate suit. 1 [...] (3) Where a question arises as to whether any person is or is not the representative of a party, such question shall, for the purposes of this section, be determined by the Court. 2 [Explanation I.-For the purposes of this section, a plaintiff whose suit has been dismissed and a defendant against whom a suit has been dismissed are parties to the suit. Explanation II.-(a) For the purposes of this section, a purchaser of property at a sale in execution of a decree shall be deemed to be a parly to the suit in which the decree is passed; and (b) all questions relating to the delivery of possession of such property to such purchaser or his representative shall be deemed to be questions relating to the execution, discharge or satisfaction of the decree within the meaning of this section.] STATE AMENDMENT Uttar Pradesh:-In its application to the State of Uttar Pradesh, Explanation II as inserted by U.P. Act 24 of 1954 omitted by U.P. Act 57 of 1976, section 3 (w.e.f. 1-1-1977). Sub-section (2) omitted by Act 40 of 1976, section 20 with effect from . 1-2-1977. Substituted by Act 104 of 1976 , section 20, for the former Explanation with effect from . 1-2-1977.
"
S10,"Title: Equality of opportunity in matters of public employment
Desc: (1) There shall be equality of opportunity for all citizens in matters relating to employment or appointment to any office under the State. (2) No citizen shall, on grounds only of religion, race, caste, sex, descent, place of birth, residence or any of them, be ineligible for, or discriminated against in respect of, any employment or office under the State. (3) Nothing in this Article shall prevent Parliament from making any law prescribing, in regard to a class or classes of employment or appointment to an office 1 under the Government of, or any local or other authority within, a State or Union territory, any requirement as to residence within that State or Union territory prior to such employment or appointment. 2 (4A) Nothing in this Article shall prevent the State from making any provision for reservation 3 [in matters of promotion, with consequential seniority, to any class] or classes of posts in the services under the State in favour of the Scheduled Castes and the Scheduled Tribes which, in the opinion of the State, are not adequately represented in the services under the State. 4 (4B) Nothing in this Article shall prevent the State from considering any unfilled vacancies of a year which are reserved for being filled up in that year in accordance with any provision for reservation made under clause (4) or clause (4A) as a separate class of vacancies to be filled up in any succeeding year or years and such class of vacancies shall not be considered together with the vacancies of the year in which they are being filled up for determining the ceiling of fifty per cent. reservation on total number of vacancies of that year. (5) Nothing in this Article shall affect the operation of any law which provides that the incumbent of an office in connection with the affairs of any religious or denominational institution or any member of the governing body thereof shall be a person professing a particular religion or belonging to a particular denomination. Substituted by the Constitution (Seventh Amendment) Act, 1956 , Section 29 and Schedule , for ""under any State specified in the First Schedule or any local or other authority within its territory, any requirement as to residence within that State"". Inserted by the Constitution (Seventy-seventh Amendment) Act, 1995 ,s. 2. Substituted for the words ""in matters of promotion to any class"" by the Constitution (Eighty-fifth Amendment) Act, 2001 ,Section 2,w.e.f.06-17-1995 Inserted by the Constitution (Eighty-first Amendment) Act, 2000 , Section 2 (w.e.f. 09-06-2000)
"
S150,"Title: Power to make orders detaining certain persons
Desc: (1) The Central Government or the State Government may,- (a) if satisfied with respect to any person (including a foreigner) that with a view to preventing him from acting in any manner prejudicial to- (i) the defence of India, the relations of India with foreign powers, or the security of India, or (ii) the security of the State or the maintenance of public order, or (iii) the maintenance of supplies and services essential to the community, or (b) if satisfied with respect to any foreigner that with a view to regulating his continued presence in India or with a view to making arrangements for his expulsion from India, it is necessary so to do, make an order directing that such person be detained. 1 (2) Any of the following officers, namely:- (a) district magistrates, (b) additional district magistrates specially empowered in this behalf by the State Government, (c) Commissioners of Police, wherever they have been appointed, may, if satisfied as provided in sub-clauses (ii) and (iii) of clause (a) of sub-section (1), exercise the power conferred by the said sub-section. (3) When any order is made under this section by an officer mentioned in sub-section (2), he shall forthwith report the fact to the State Government to which he is subordinate together with the grounds on which the order has been made and such other particulars as in his opinion have a bearing on the matter, and no such order shall remain in force for more than 2 [twenty days] after the making thereof unless in the meantime it has been approved by the State Government: Provided that where under section 8 the grounds of detention are communicated by the authority making the order after five days but not later than fifteen days from the date of detention, this sub-section shall apply subject to the modification that for the words 3 [twenty days] the words 4 [twenty-five days] shall be substituted. (4) When any order is made or approved by the State Government under this section, the State Government shall, within seven days, report the fact to the Central Government together with the grounds on which the order has been made and such other particulars as in the opinion of the State Government have a bearing on the necessity for the order. For temporary amendments made by section 6(6) (e) of the Defence and Internal Security of India Act, 1971 (42 of 1971), see Annexure. Substituted by Act 14 of 1976 , Section 3, for ""twelve days"" (w.e.f. dated 25-1-1976). Substituted by Act 14 of 1976 , Section 3, for ""twelve days"" (w.e.f. dated 25-1-1976). Substituted by Act 14 of 1976 , Section 3, for ""twenty-two days"" (w.e.f. dated 25-1-1976).
"
S81,"Title: Enlarged appellate jurisdiction of Supreme Court in regard to criminal matters
Desc: Without prejudice to the powers conferred on the Supreme Court by clause (1) of article 134 of the Constitution , an appeal lie to the Supreme Court from any judgment, final order of sentence in a criminal proceeding of a High Court in the territory of India if the High Court- (a) has on appeal reversed an order of acquittal of an accused person and sentenced him to imprisonment for life or to imprisonment for a period of not less than ten years; (b) has withdrawn for trial before itself any case from any court subordinate to its authority and has in such trial convicted the accused person and sentenced him to imprisonment for life or to imprisonment for a period of not less than ten years
"
S125,"Title: Punishment For forgery
Desc: Whoever commits forgery shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.
"
S63,"Title: Abetment of suicide
Desc: If any person commits suicide, whoever abets the commission of such suicide, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.
"
S15,"Title: Rioting, armed with deadly weapon
Desc: Whoever is guilty of rioting, being armed with a deadly weapon or with anything which, used as a weapon of offence, is likely to cause death, shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.
"
